ReturnKey,ReturnDate,OrderDate,SalesOrderNumber,CustomerKey,ProductKey,ReturnQuantity,UnitPrice,ReturnAmount
2920,2023-12-09,2023-11-29,SO46385,54,332,7,419.459,2936.212
2921,2024-02-06,2024-01-29,SO47026,476,354,7,1242.852,8699.963
2922,2024-03-19,2024-02-29,SO47365,678,354,7,1242.852,8699.963
2923,2024-03-09,2024-02-29,SO47416,90,414,7,149.031,1043.217
2924,2024-03-09,2024-02-29,SO47436,5,327,7,469.794,3288.558
2925,2024-03-12,2024-02-29,SO47456,490,356,7,1242.852,8699.963
2926,2024-04-07,2024-03-30,SO47685,594,352,7,1242.852,8699.963
2927,2024-04-07,2024-03-30,SO47696,245,356,7,1242.852,8699.963
2928,2024-04-19,2024-03-30,SO47696,245,393,7,137.694,963.858
2929,2024-05-15,2024-04-30,SO47976,667,354,7,1242.852,8699.963
2930,2024-05-07,2024-04-30,SO48066,385,356,7,1242.852,8699.963
2931,2024-05-12,2024-04-30,SO48076,642,356,7,1242.852,8699.963
2932,2024-06-09,2024-05-30,SO48306,678,393,7,137.694,963.858
2933,2024-06-08,2024-05-30,SO48336,72,414,7,149.031,1043.217
2934,2024-07-20,2024-06-30,SO48746,506,352,7,1242.852,8699.963
2935,2024-08-15,2024-07-31,SO49146,385,356,7,1242.852,8699.963
2936,2024-08-07,2024-07-31,SO49166,546,354,7,1242.852,8699.963
2937,2024-10-14,2024-09-28,SO49825,125,362,7,1229.459,8606.212
2938,2024-10-19,2024-09-28,SO49836,530,356,7,1242.852,8699.963
2939,2024-12-07,2024-11-28,SO50726,170,373,7,1308.938,9162.563
2940,2024-12-14,2024-11-28,SO50745,61,352,7,1242.852,8699.963
2941,2025-02-14,2025-01-28,SO51856,435,527,7,158.43,1109.01
2942,2025-02-05,2025-01-28,SO51856,435,524,7,158.43,1109.01
2943,2025-05-18,2025-04-30,SO57186,546,533,7,149.874,1049.118
2944,2025-05-16,2025-04-30,SO57186,546,525,7,158.43,1109.01
2945,2025-10-12,2025-09-29,SO67316,496,532,7,149.874,1049.118
2946,2025-05-10,2025-04-30,SO57046,650,477,7,2.994,20.958
2947,2025-05-11,2025-04-30,SO57176,401,477,7,2.994,20.958
2948,2025-05-15,2025-04-30,SO57176,401,234,7,29.994,209.958
2949,2024-06-18,2024-05-30,SO48326,379,273,7,202.332,1416.324
2950,2023-01-07,2022-12-29,SO43692,221,315,8,874.794,6998.352
2951,2023-02-19,2023-01-29,SO43884,623,223,8,5.187,41.492
2952,2023-06-12,2023-05-31,SO44749,155,223,8,5.187,41.492
2953,2023-12-13,2023-11-29,SO46364,366,351,8,843.748,6749.98
2954,2024-02-05,2024-01-29,SO47034,257,368,8,1466.01,11728.08
2955,2024-02-09,2024-01-29,SO47045,309,362,8,1229.459,9835.671
2956,2024-03-12,2024-02-29,SO47352,149,428,8,209.256,1674.048
2957,2024-03-12,2024-02-29,SO47365,678,469,8,22.794,182.352
2958,2024-03-20,2024-02-29,SO47416,90,216,8,20.187,161.492
2959,2024-03-13,2024-02-29,SO47422,130,447,8,15.0,120.0
2960,2024-03-19,2024-02-29,SO47439,3,447,8,15.0,120.0
2961,2024-03-09,2024-02-29,SO47441,608,470,8,22.794,182.352
2962,2024-03-18,2024-02-29,SO47450,54,323,8,469.794,3758.352
2963,2024-04-10,2024-03-30,SO47708,496,236,8,28.84,230.723
2964,2024-05-12,2024-04-30,SO47992,487,360,8,1229.459,9835.671
2965,2024-05-11,2024-04-30,SO48012,78,458,8,44.994,359.952
2966,2024-05-21,2024-04-30,SO48056,257,343,8,469.794,3758.352
2967,2024-08-09,2024-07-31,SO49076,167,383,8,600.263,4802.1
2968,2024-08-10,2024-07-31,SO49106,336,323,8,469.794,3758.352
2969,2024-08-09,2024-07-31,SO49151,309,360,8,1229.459,9835.671
2970,2024-09-09,2024-08-28,SO49465,579,224,8,5.187,41.492
2971,2024-10-10,2024-09-28,SO49879,496,221,8,20.187,161.492
2972,2024-11-12,2024-10-28,SO50209,487,458,8,44.994,359.952
2973,2024-11-10,2024-10-28,SO50242,426,458,8,44.994,359.952
2974,2024-11-14,2024-10-28,SO50242,426,216,8,20.187,161.492
2975,2024-11-15,2024-10-28,SO50284,84,224,8,5.187,41.492
2976,2024-12-05,2024-11-28,SO50699,588,216,8,20.187,161.492
2977,2024-12-17,2024-11-28,SO50740,368,469,8,22.794,182.352
2978,2024-12-13,2024-11-28,SO50747,75,393,8,137.694,1101.552
2979,2024-12-05,2024-11-28,SO50753,608,410,8,36.447,291.576
2980,2025-01-06,2024-12-28,SO51131,599,496,8,602.346,4818.768
2981,2025-01-18,2024-12-28,SO51147,81,545,8,24.294,194.352
2982,2025-01-12,2024-12-28,SO51151,523,605,8,323.994,2591.952
2983,2025-01-04,2024-12-28,SO51151,523,488,8,32.394,259.152
2984,2025-02-16,2025-01-28,SO51714,328,234,8,29.994,239.952
2985,2025-02-04,2025-01-28,SO51748,233,225,8,5.394,43.152
2986,2025-02-17,2025-01-28,SO51760,260,576,8,1430.442,11443.536
2987,2025-02-07,2025-01-28,SO51855,436,604,8,323.994,2591.952
2988,2025-03-19,2025-02-28,SO53460,24,477,8,2.994,23.952
2989,2025-03-19,2025-02-28,SO53482,424,476,8,41.994,335.952
2990,2025-03-13,2025-02-28,SO53506,72,382,8,672.294,5378.352
2991,2025-03-10,2025-02-28,SO53514,182,477,8,2.994,23.952
2992,2025-03-10,2025-02-28,SO53582,223,490,8,32.394,259.152
2993,2025-05-15,2025-04-30,SO57144,312,225,8,5.394,43.152
2994,2025-06-06,2025-05-30,SO58909,24,217,8,20.994,167.952
2995,2025-06-13,2025-05-30,SO59011,3,487,8,32.994,263.952
2996,2025-06-07,2025-05-30,SO59023,61,222,8,20.994,167.952
2997,2025-06-16,2025-05-30,SO59068,490,552,8,54.894,439.152
2998,2025-07-09,2025-06-30,SO61189,670,384,8,672.294,5378.352
2999,2025-08-19,2025-07-31,SO63283,312,355,8,1391.994,11135.952
3000,2025-09-17,2025-08-29,SO65163,154,572,8,445.41,3563.28
3001,2025-09-09,2025-08-29,SO65206,10,355,8,1391.994,11135.952
3002,2025-10-08,2025-09-29,SO67298,205,586,8,445.41,3563.28
3003,2025-12-17,2025-11-29,SO71851,118,217,8,20.994,167.952
3004,2023-12-08,2023-11-29,SO46325,57,332,8,419.459,3355.671
3005,2023-12-19,2023-11-29,SO46325,57,328,8,419.459,3355.671
3006,2024-01-15,2023-12-29,SO46645,245,393,8,137.694,1101.552
3007,2024-02-18,2024-01-29,SO46966,43,356,8,1242.852,9942.814
3008,2024-02-17,2024-01-29,SO46966,43,358,8,1229.459,9835.671
3009,2024-03-20,2024-02-29,SO47365,678,393,8,137.694,1101.552
3010,2024-03-21,2024-02-29,SO47456,490,420,8,141.615,1132.92
3011,2024-04-10,2024-03-30,SO47696,245,354,8,1242.852,9942.814
3012,2024-05-08,2024-04-30,SO47996,381,358,8,1229.459,9835.671
3013,2024-05-20,2024-04-30,SO48065,79,414,8,149.031,1192.248
3014,2024-05-16,2024-04-30,SO48076,642,358,8,1229.459,9835.671
3015,2024-06-11,2024-05-30,SO48306,678,358,8,1229.459,9835.671
3016,2024-07-20,2024-06-30,SO48746,506,358,8,1229.459,9835.671
3017,2024-07-08,2024-06-30,SO48746,506,356,8,1242.852,9942.814
3018,2025-01-12,2024-12-28,SO51126,205,562,8,953.628,7629.024
3019,2025-02-09,2025-01-28,SO51825,345,532,8,149.874,1198.992
3020,2025-02-07,2025-01-28,SO51856,435,531,8,149.874,1198.992
3021,2025-05-14,2025-04-30,SO57105,697,590,8,461.694,3693.552
3022,2025-10-13,2025-09-29,SO67305,599,561,8,1430.442,11443.536
3023,2024-07-20,2024-06-30,SO48746,506,360,8,1229.459,9835.671
3024,2025-02-17,2025-01-28,SO51826,693,496,8,602.346,4818.768
3025,2025-05-08,2025-04-30,SO57046,650,516,8,23.484,187.872
3026,2025-05-21,2025-04-30,SO57046,650,511,8,218.454,1747.632
3027,2025-05-15,2025-04-30,SO57046,650,237,8,29.994,239.952
3028,2025-06-06,2025-05-30,SO58946,672,480,8,1.374,10.992
3029,2025-05-08,2025-04-30,SO57036,43,359,8,1376.994,11015.952
3030,2025-10-08,2025-09-29,SO67346,451,564,8,1430.442,11443.536
3031,2024-01-13,2023-12-29,SO46666,234,458,10,44.994,449.94
3032,2024-02-16,2024-01-29,SO46964,328,456,11,43.494,478.436
3033,2024-02-13,2024-01-29,SO47031,352,469,10,22.794,227.94
3034,2024-02-12,2024-01-29,SO47067,135,224,10,5.187,51.865
3035,2024-04-09,2024-03-30,SO47685,594,470,13,22.034,286.445
3036,2024-04-08,2024-03-30,SO47698,506,367,10,647.994,6479.94
3037,2024-06-20,2024-05-30,SO48307,155,458,9,44.994,404.946
3038,2024-06-15,2024-05-30,SO48318,327,470,26,18.995,493.87
3039,2024-08-12,2024-07-31,SO49132,312,470,15,20.895,313.418
3040,2024-11-05,2024-10-28,SO50270,697,469,23,20.895,480.574
3041,2024-12-09,2024-11-28,SO50694,155,464,10,14.129,141.289
3042,2024-12-08,2024-11-28,SO50756,585,469,15,20.895,313.418
3043,2025-01-08,2024-12-28,SO51105,670,482,14,5.214,72.999
3044,2025-02-17,2025-01-28,SO51855,436,481,9,5.394,48.546
3045,2025-03-16,2025-02-28,SO53480,327,471,14,36.83,515.62
3046,2025-03-15,2025-02-28,SO53499,197,491,10,32.394,323.94
3047,2025-03-10,2025-02-28,SO53586,674,484,9,4.77,42.93
3048,2025-03-14,2025-02-28,SO53595,368,475,10,41.994,419.94
3049,2025-03-21,2025-02-28,SO53600,262,482,17,4.945,84.057
3050,2025-03-14,2025-02-28,SO53606,61,474,16,38.495,615.912
3051,2025-05-21,2025-04-30,SO57168,436,482,14,5.214,72.999
3052,2025-05-14,2025-04-30,SO57186,546,357,10,1391.994,13919.94
3053,2025-07-17,2025-06-30,SO61199,506,363,11,1331.094,14642.036
3054,2025-07-19,2025-06-30,SO61217,494,474,23,38.495,885.374
3055,2025-07-19,2025-06-30,SO61236,41,481,9,5.394,48.546
3056,2025-09-18,2025-08-29,SO65195,197,476,13,40.594,527.725
3057,2025-09-18,2025-08-29,SO65221,327,476,9,41.994,377.946
3058,2025-09-06,2025-08-29,SO65293,277,482,11,5.214,57.356
3059,2025-10-06,2025-09-29,SO67260,676,471,12,36.83,441.96
3060,2025-10-08,2025-09-29,SO67260,676,217,9,20.994,188.946
3061,2025-10-12,2025-09-29,SO67284,594,476,13,40.594,527.725
3062,2025-11-06,2025-10-29,SO69416,377,482,20,4.945,98.89
3063,2025-11-12,2025-10-29,SO69476,667,476,21,38.495,808.385
3064,2025-11-12,2025-10-29,SO69545,436,471,12,36.83,441.96
3065,2024-02-19,2024-01-29,SO47045,309,354,9,1242.852,11185.666
3066,2024-05-13,2024-04-30,SO48076,642,354,9,1242.852,11185.666
3067,2024-08-09,2024-07-31,SO49095,697,358,9,1229.459,11065.13
3068,2025-05-16,2025-04-30,SO57105,697,551,9,158.43,1425.87
3069,2024-02-08,2024-01-29,SO47045,309,352,10,1242.852,12428.518
3070,2025-05-19,2025-04-30,SO57105,697,588,12,446.304,5355.65
3071,2024-07-19,2024-06-30,SO48746,506,354,11,1201.423,13215.657
3072,2024-07-13,2024-06-30,SO48746,506,367,9,647.994,5831.946
3073,2024-07-19,2024-06-30,SO48746,506,366,9,647.994,5831.946
3074,2024-02-16,2024-01-29,SO46966,43,470,9,22.794,205.146
3075,2024-07-13,2024-06-30,SO48746,506,470,9,22.794,205.146
3076,2024-02-13,2024-01-29,SO46966,43,469,11,22.034,242.376
3077,2025-09-18,2025-08-29,SO65256,438,482,18,4.945,89.001
3078,2023-05-09,2023-05-01,SO44530,623,223,12,5.014,60.163
3079,2023-06-09,2023-05-31,SO44762,293,215,9,20.187,181.679
3080,2023-08-12,2023-08-01,SO45305,569,223,9,5.187,46.679
3081,2024-01-06,2023-12-29,SO46614,299,236,10,28.84,288.404
3082,2024-01-05,2023-12-29,SO46616,514,233,15,26.437,396.555
3083,2024-01-05,2023-12-29,SO46645,245,469,10,22.794,227.94
3084,2024-01-14,2023-12-29,SO46657,496,420,11,136.895,1505.84
3085,2024-01-13,2023-12-29,SO46672,81,458,17,41.245,701.157
3086,2024-02-12,2024-01-29,SO46967,487,395,9,61.374,552.366
3087,2024-02-10,2024-01-29,SO47001,684,333,10,469.794,4697.94
3088,2024-03-12,2024-02-29,SO47395,72,327,9,469.794,4228.146
3089,2024-03-15,2024-02-29,SO47395,72,333,9,469.794,4228.146
3090,2024-03-15,2024-02-29,SO47417,187,395,9,61.374,552.366
3091,2024-03-07,2024-02-29,SO47435,75,470,12,22.034,264.41
3092,2024-03-13,2024-02-29,SO47439,3,333,9,469.794,4228.146
3093,2024-03-18,2024-02-29,SO47441,608,352,10,1242.852,12428.518
3094,2024-04-08,2024-03-30,SO47663,227,325,9,469.794,4228.146
3095,2024-04-19,2024-03-30,SO47696,245,470,11,22.034,242.376
3096,2024-04-09,2024-03-30,SO47708,496,233,12,27.879,334.548
3097,2024-04-11,2024-03-30,SO47720,221,456,11,43.494,478.436
3098,2024-05-12,2024-04-30,SO48036,66,329,13,454.134,5903.745
3099,2024-05-14,2024-04-30,SO48077,108,458,13,43.494,565.425
3100,2024-06-13,2024-05-30,SO48295,24,343,17,430.645,7320.957
3101,2024-06-16,2024-05-30,SO48306,678,395,10,61.374,613.74
3102,2024-06-06,2024-05-30,SO48341,133,213,10,20.187,201.865
3103,2024-08-13,2024-07-31,SO49139,257,343,10,469.794,4697.94
3104,2024-09-15,2024-08-28,SO49481,133,464,10,14.129,141.289
3105,2024-09-06,2024-08-28,SO49498,239,327,10,469.794,4697.94
3106,2024-10-11,2024-09-28,SO49890,221,221,10,20.187,201.865
3107,2024-11-04,2024-10-28,SO50284,84,233,12,27.879,334.548
3108,2024-12-07,2024-11-28,SO50688,133,469,12,22.034,264.41
3109,2025-01-07,2024-12-28,SO51092,299,465,12,14.204,170.45
3110,2025-01-13,2024-12-28,SO51092,299,488,15,29.695,445.418
3111,2025-01-07,2024-12-28,SO51126,205,560,12,704.613,8455.356
3112,2025-01-12,2024-12-28,SO51131,599,490,11,31.314,344.456
3113,2025-01-05,2024-12-28,SO51132,227,434,10,356.898,3568.98
3114,2025-01-18,2024-12-28,SO51147,81,234,14,28.994,405.919
3115,2025-01-15,2024-12-28,SO51160,496,516,12,22.701,272.414
3116,2025-02-06,2025-01-28,SO51721,650,512,10,218.454,2184.54
3117,2025-02-05,2025-01-28,SO51810,108,225,11,5.214,57.356
3118,2025-02-13,2025-01-28,SO51826,693,564,9,953.628,8582.652
3119,2025-02-16,2025-01-28,SO51850,263,477,16,2.745,43.912
3120,2025-03-13,2025-02-28,SO53465,678,516,10,23.484,234.84
3121,2025-03-17,2025-02-28,SO53483,408,576,10,1430.442,14304.42
3122,2025-03-12,2025-02-28,SO53513,281,217,12,20.294,243.53
3123,2025-03-11,2025-02-28,SO53530,90,463,12,14.204,170.45
3124,2025-03-21,2025-02-28,SO53536,118,234,22,27.495,604.879
3125,2025-03-21,2025-02-28,SO53570,54,491,19,29.695,564.196
3126,2025-03-08,2025-02-28,SO53616,3,583,14,986.574,13812.039
3127,2025-03-13,2025-02-28,SO53621,490,357,9,1391.994,12527.946
3128,2025-04-20,2025-03-30,SO55249,475,471,17,34.925,593.725
3129,2025-04-14,2025-03-30,SO55283,442,552,11,53.064,583.706
3130,2025-04-10,2025-03-30,SO55294,660,234,10,29.994,299.94
3131,2025-04-20,2025-03-30,SO55297,496,491,14,31.314,438.399
3132,2025-06-15,2025-05-30,SO58918,678,483,13,69.6,904.8
3133,2025-06-14,2025-05-30,SO58932,408,484,10,4.77,47.7
3134,2025-06-16,2025-05-30,SO58971,611,483,10,72.0,720.0
3135,2025-06-06,2025-05-30,SO58974,90,488,11,31.314,344.456
3136,2025-06-20,2025-05-30,SO58981,118,491,10,32.394,323.94
3137,2025-07-18,2025-06-30,SO61204,299,490,9,32.394,291.546
3138,2025-07-17,2025-06-30,SO61218,475,484,9,4.77,42.93
3139,2025-09-18,2025-08-29,SO65164,118,234,10,29.994,299.94
3140,2025-09-08,2025-08-29,SO65232,490,476,12,40.594,487.13
3141,2025-09-06,2025-08-29,SO65238,281,471,15,34.925,523.875
3142,2025-10-20,2025-09-29,SO67268,299,491,19,29.695,564.196
3143,2025-10-15,2025-09-29,SO67305,599,491,13,31.314,407.085
3144,2025-10-16,2025-09-29,SO67305,599,487,10,32.994,329.94
3145,2025-10-09,2025-09-29,SO67347,523,217,13,20.294,263.825
3146,2025-10-07,2025-09-29,SO67349,81,490,12,31.314,375.77
3147,2025-11-13,2025-10-29,SO69422,650,214,12,20.294,243.53
3148,2025-11-08,2025-10-29,SO69448,336,583,9,1020.594,9185.346
3149,2025-11-14,2025-10-29,SO69451,260,579,9,728.91,6560.19
3150,2025-11-16,2025-10-29,SO69526,108,483,14,69.6,974.4
3151,2025-11-14,2025-10-29,SO69540,263,490,10,32.394,323.94
3152,2025-11-19,2025-10-29,SO69540,263,234,12,28.994,347.93
3153,2025-12-19,2025-11-29,SO71783,24,491,9,32.394,291.546
3154,2025-12-11,2025-11-29,SO71783,24,217,11,20.294,223.236
3155,2025-12-15,2025-11-29,SO71949,54,483,12,69.6,835.2
3156,2023-10-17,2023-09-29,SO45786,514,332,9,419.459,3775.13
3157,2023-11-18,2023-10-29,SO46045,584,328,9,419.459,3775.13
3158,2024-01-15,2023-12-29,SO46645,245,354,10,1242.852,12428.518
3159,2024-01-15,2023-12-29,SO46645,245,358,10,1229.459,12294.589
3160,2024-03-13,2024-02-29,SO47355,24,327,10,469.794,4697.94
3161,2025-01-10,2024-12-28,SO51126,205,561,10,953.628,9536.28
3162,2024-01-18,2023-12-29,SO46616,514,373,12,1265.306,15183.676
3163,2024-03-13,2024-02-29,SO47395,72,373,12,1265.306,15183.676
3164,2024-06-14,2024-05-30,SO48306,678,356,12,1201.423,14417.081
3165,2024-01-10,2023-12-29,SO46645,245,420,11,136.895,1505.84
3166,2024-03-13,2024-02-29,SO47416,90,373,11,1265.306,13918.369
3167,2024-06-11,2024-05-30,SO48336,72,373,11,1265.306,13918.369
3168,2024-03-14,2024-02-29,SO47365,678,358,14,1188.477,16638.678
3169,2024-06-11,2024-05-30,SO48295,24,327,14,454.134,6357.879
3170,2025-03-15,2025-02-28,SO53535,154,561,14,953.628,13350.792
3171,2024-01-09,2023-12-29,SO46616,514,327,13,234.897,3053.661
3172,2024-06-11,2024-05-30,SO48306,678,354,13,1201.423,15618.504
3173,2024-03-10,2024-02-29,SO47365,678,420,18,129.814,2336.648
3174,2024-10-11,2024-09-28,SO49856,227,327,18,430.645,7751.601
3175,2024-02-12,2024-01-29,SO47055,108,327,19,234.897,4463.043
3176,2025-05-19,2025-04-30,SO57046,650,487,9,32.994,296.946
3177,2025-05-14,2025-04-30,SO57046,650,225,10,5.394,53.94
3178,2025-05-12,2025-04-30,SO57046,650,361,10,1376.994,13769.94
3179,2025-05-09,2025-04-30,SO57046,650,483,10,72.0,720.0
3180,2025-05-10,2025-04-30,SO57046,650,222,12,20.294,243.53
3181,2025-05-09,2025-04-30,SO57046,650,471,12,36.83,441.96
3182,2025-05-19,2025-04-30,SO57046,650,476,12,40.594,487.13
3183,2025-06-06,2025-05-30,SO58946,672,579,12,704.613,8455.356
3184,2025-05-13,2025-04-30,SO57046,650,472,11,36.83,405.13
3185,2025-05-21,2025-04-30,SO57046,650,484,14,4.611,64.554
3186,2025-05-19,2025-04-30,SO57046,650,217,14,20.294,284.119
3187,2025-05-08,2025-04-30,SO57046,650,214,14,20.294,284.119
3188,2025-05-08,2025-04-30,SO57046,650,491,14,31.314,438.399
3189,2025-02-07,2025-01-28,SO51826,693,576,13,1382.761,17975.888
3190,2025-02-17,2025-01-28,SO51826,693,579,16,668.168,10690.68
3191,2025-05-17,2025-04-30,SO57046,650,474,15,38.495,577.418
3192,2023-02-10,2023-01-29,SO43917,218,315,5,874.794,4373.97
3193,2023-05-13,2023-05-01,SO44523,73,344,5,2039.994,10199.97
3194,2023-08-08,2023-08-01,SO45318,469,235,5,28.84,144.202
3195,2023-08-11,2023-08-01,SO45338,433,315,5,874.794,4373.97
3196,2023-10-10,2023-09-29,SO45783,397,218,12,5.51,66.12
3197,2024-01-15,2023-12-29,SO46643,290,381,12,580.254,6963.046
3198,2024-02-11,2024-01-29,SO46974,127,397,6,24.295,145.767
3199,2024-02-17,2024-01-29,SO47033,343,456,6,44.994,269.964
3200,2024-03-20,2024-02-29,SO47403,254,224,10,5.187,51.865
3201,2024-05-12,2024-04-30,SO47998,289,469,8,22.794,182.352
3202,2024-05-16,2024-04-30,SO48057,343,286,5,183.938,919.691
3203,2024-05-19,2024-04-30,SO48057,343,236,5,28.84,144.202
3204,2024-06-07,2024-05-30,SO48347,254,221,6,20.187,121.119
3205,2024-08-10,2024-07-31,SO49136,343,373,7,1308.938,9162.563
3206,2024-10-19,2024-09-28,SO49844,290,333,8,469.794,3758.352
3207,2024-12-15,2024-11-28,SO50693,254,221,6,20.187,121.119
3208,2025-01-14,2024-12-28,SO51123,290,463,9,14.694,132.246
3209,2025-01-18,2024-12-28,SO51145,668,287,7,202.332,1416.324
3210,2025-02-09,2025-01-28,SO51789,605,483,15,66.0,990.0
3211,2025-02-17,2025-01-28,SO51789,605,225,9,5.394,48.546
3212,2025-02-15,2025-01-28,SO51830,433,484,9,4.77,42.93
3213,2025-02-17,2025-01-28,SO51830,433,520,5,31.584,157.92
3214,2025-02-07,2025-01-28,SO51838,343,481,7,5.394,37.758
3215,2025-03-15,2025-02-28,SO53518,254,559,6,12.144,72.864
3216,2025-03-14,2025-02-28,SO53605,308,564,7,953.628,6675.396
3217,2025-03-18,2025-02-28,SO53613,109,490,6,32.394,194.364
3218,2025-03-17,2025-02-28,SO53623,235,472,5,38.1,190.5
3219,2025-04-15,2025-03-30,SO55269,290,237,5,29.994,149.97
3220,2025-05-12,2025-04-30,SO57099,605,234,12,28.994,347.93
3221,2025-06-07,2025-05-30,SO58963,254,361,9,1376.994,12392.946
3222,2025-06-12,2025-05-30,SO59031,308,492,5,602.346,3011.73
3223,2025-08-19,2025-07-31,SO63133,605,490,6,32.394,194.364
3224,2025-08-14,2025-07-31,SO63224,433,583,6,1020.594,6123.564
3225,2025-09-12,2025-08-29,SO65200,254,476,10,41.994,419.94
3226,2025-09-17,2025-08-29,SO65312,109,471,5,38.1,190.5
3227,2025-10-14,2025-09-29,SO67294,290,580,5,1020.594,5102.97
3228,2025-10-13,2025-09-29,SO67309,253,606,6,323.994,1943.964
3229,2025-10-19,2025-09-29,SO67337,325,476,6,41.994,251.964
3230,2025-11-11,2025-10-29,SO69508,433,372,7,1466.01,10262.07
3231,2025-11-07,2025-10-29,SO69508,433,580,7,1020.594,7144.158
3232,2025-12-20,2025-11-29,SO71785,272,476,9,41.994,377.946
3233,2025-12-12,2025-11-29,SO71836,254,556,5,105.294,526.47
3234,2025-12-09,2025-11-29,SO71932,20,474,6,41.994,251.964
3235,2024-08-07,2024-07-31,SO49136,343,327,5,469.794,2348.97
3236,2025-03-18,2025-02-28,SO53576,542,588,5,461.694,2308.47
3237,2025-03-10,2025-02-28,SO53576,542,532,5,149.874,749.37
3238,2025-12-09,2025-11-29,SO71835,621,603,5,72.894,364.47
3239,2025-12-14,2025-11-29,SO71836,254,531,5,149.874,749.37
3240,2025-12-14,2025-11-29,SO71836,254,527,5,158.43,792.15
3241,2025-12-13,2025-11-29,SO71836,254,524,5,158.43,792.15
3242,2025-12-15,2025-11-29,SO71836,254,603,5,72.894,364.47
3243,2025-03-20,2025-02-28,SO53605,308,561,6,953.628,5721.768
3244,2025-11-07,2025-10-29,SO69475,605,562,6,1430.442,8582.652
3245,2025-01-13,2024-12-28,SO51146,505,561,11,953.628,10489.908
3246,2024-08-13,2024-07-31,SO49136,343,329,5,469.794,2348.97
3247,2024-08-21,2024-07-31,SO49136,343,343,5,469.794,2348.97
3248,2025-05-14,2025-04-30,SO57136,433,388,5,672.294,3361.47
3249,2025-05-18,2025-04-30,SO57136,433,386,5,672.294,3361.47
3250,2025-01-12,2024-12-28,SO51146,505,564,5,953.628,4768.14
3251,2025-12-11,2025-11-29,SO71836,254,363,5,1376.994,6884.97
3252,2025-12-17,2025-11-29,SO71886,109,353,5,1391.994,6959.97
3253,2024-01-09,2023-12-29,SO46646,325,221,5,16.822,84.111
3254,2025-12-14,2025-11-29,SO71886,109,483,5,72.0,360.0
3255,2025-05-10,2025-04-30,SO57136,433,214,5,20.994,104.97
3256,2025-05-21,2025-04-30,SO57136,433,222,5,20.994,104.97
3257,2025-05-13,2025-04-30,SO57136,433,491,5,32.394,161.97
3258,2025-11-09,2025-10-29,SO69406,361,231,5,29.994,149.97
3259,2025-12-08,2025-11-29,SO71886,109,234,5,29.994,149.97
3260,2024-02-13,2024-01-29,SO47066,218,254,5,183.938,919.691
3261,2025-02-12,2025-01-28,SO51726,199,493,5,200.052,1000.26
3262,2025-05-15,2025-04-30,SO57136,433,434,5,356.898,1784.49
3263,2024-02-13,2024-01-29,SO47066,218,383,5,600.263,3001.313
3264,2024-08-08,2024-07-31,SO49136,343,389,5,600.263,3001.313
3265,2025-01-07,2024-12-28,SO51146,505,576,5,1430.442,7152.21
3266,2023-08-10,2023-08-01,SO45296,145,223,5,5.187,25.933
3267,2025-09-05,2025-08-29,SO65316,470,476,5,41.994,209.97
3268,2025-05-07,2025-04-30,SO57136,433,580,5,1020.594,5102.97
3269,2025-07-16,2025-06-30,SO61266,668,583,5,1020.594,5102.97
3270,2025-07-19,2025-06-30,SO61266,668,471,5,38.1,190.5
3271,2025-05-12,2025-04-30,SO57136,433,225,5,5.394,26.97
3272,2025-11-17,2025-10-29,SO69406,361,465,5,14.694,73.47
3273,2024-01-19,2023-12-29,SO46646,325,458,5,44.994,224.97
3274,2024-08-12,2024-07-31,SO49136,343,456,6,44.994,269.964
3275,2025-05-14,2025-04-30,SO57136,433,583,6,1020.594,6123.564
3276,2025-05-11,2025-04-30,SO57136,433,582,6,1020.594,6123.564
3277,2025-05-16,2025-04-30,SO57136,433,547,6,48.594,291.564
3278,2025-05-08,2025-04-30,SO57136,433,545,6,24.294,145.764
3279,2025-12-15,2025-11-29,SO71836,254,400,6,37.152,222.912
3280,2025-05-13,2025-04-30,SO57136,433,376,6,1466.01,8796.06
3281,2025-03-07,2025-02-28,SO53576,542,511,6,218.454,1310.724
3282,2025-11-19,2025-10-29,SO69406,361,483,6,72.0,432.0
3283,2025-12-15,2025-11-29,SO71886,109,477,6,2.994,17.964
3284,2025-11-16,2025-10-29,SO69406,361,222,6,20.994,125.964
3285,2024-02-10,2024-01-29,SO47066,218,375,6,1308.938,7853.625
3286,2024-08-16,2024-07-31,SO49136,343,375,6,1308.938,7853.625
3287,2025-01-16,2024-12-28,SO51146,505,577,6,728.91,4373.46
3288,2025-03-13,2025-02-28,SO53576,542,359,6,1376.994,8261.964
3289,2025-05-19,2025-04-30,SO57136,433,584,6,323.994,1943.964
3290,2025-05-14,2025-04-30,SO57136,433,372,6,1466.01,8796.06
3291,2025-12-08,2025-11-29,SO71836,254,353,6,1391.994,8351.964
3292,2025-12-08,2025-11-29,SO71836,254,359,6,1376.994,8261.964
3293,2025-12-13,2025-11-29,SO71836,254,361,6,1376.994,8261.964
3294,2025-05-16,2025-04-30,SO57136,433,477,7,2.994,20.958
3295,2025-12-06,2025-11-29,SO71886,109,484,7,4.77,33.39
3296,2025-03-18,2025-02-28,SO53576,542,363,7,1376.994,9638.958
3297,2025-05-17,2025-04-30,SO57026,361,488,7,32.394,226.758
3298,2025-11-05,2025-10-29,SO69406,361,491,7,32.394,226.758
