SalesDetails,SalesOrderNumber,OrderDate,DueDate,ShipDate,CustomerKey,RegionKey,DiscountAmount,TotalAmount,SalesAmount,EmployeeKey
2872,SO69534,2025-10-29,2025-11-10,2025-05-11,359,2,13.58,331.15,317.57,118
2873,SO51101,2024-12-28,2025-01-09,2025-04-01,618,2,1117.3,35028.74,33911.44,102
2874,SO50727,2024-11-28,2024-12-10,2024-05-12,54,2,1075.52,45943.98,44868.46,118
2875,SO58950,2025-05-30,2025-06-11,2025-06-06,72,2,1474.52,71225.96,69751.44,119
2876,SO53564,2025-02-28,2025-03-12,2025-07-03,636,2,0.08,2.75,2.67,118
2877,SO71947,2025-11-29,2025-12-11,2025-06-12,179,2,1229.58,34063.82,32834.24,119
2878,SO46385,2023-11-29,2023-12-11,2023-06-12,54,2,1372.94,46414.54,45041.6,118
2879,SO59074,2025-05-30,2025-06-11,2025-06-06,54,2,1313.76,36759.72,35445.96,119
2880,SO58976,2025-05-30,2025-06-11,2025-06-06,216,2,342.22,10381.07,10038.85,119
2881,SO43682,2022-12-29,2023-01-10,2023-05-01,486,2,138.6,3875.72,3737.12,118
2882,SO65153,2025-08-29,2025-09-10,2025-05-09,557,2,90.22,2428.48,2338.26,119
2883,SO48077,2024-04-30,2024-05-12,2024-07-05,108,2,1264.1,39684.83,38420.73,102
2884,SO63232,2025-07-31,2025-08-12,2025-07-08,396,2,0.74,78.59,77.85,117
2885,SO57065,2025-04-30,2025-05-12,2025-07-05,233,2,654.94,34114.5,33459.56,119
2886,SO46633,2023-12-29,2024-01-10,2024-05-01,594,2,2106.36,66143.22,64036.86,119
2887,SO50263,2024-10-28,2024-11-09,2024-04-11,667,2,997.54,30252.33,29254.79,102
2888,SO69438,2025-10-29,2025-11-10,2025-05-11,270,2,0.1,72.16,72.06,102
2889,SO46994,2024-01-29,2024-02-10,2024-05-02,396,2,1255.52,54864.34,53608.82,116
2890,SO48050,2024-04-30,2024-05-12,2024-07-05,666,2,902.64,33644.36,32741.72,117
2891,SO48026,2024-04-30,2024-05-12,2024-07-05,684,2,1718.1,46280.88,44562.78,116
2892,SO57087,2025-04-30,2025-05-12,2025-07-05,522,2,678.82,19598.03,18919.21,119
2893,SO63219,2025-07-31,2025-08-12,2025-07-08,108,2,300.86,9878.13,9577.27,102
2894,SO48002,2024-04-30,2024-05-12,2024-07-05,107,2,160.1,4610.74,4450.64,119
2895,SO45575,2023-08-29,2023-09-10,2023-05-09,54,2,776.62,29325.84,28549.22,118
2896,SO71824,2025-11-29,2025-12-11,2025-06-12,72,2,1600.18,85917.55,84317.37,117
2897,SO59056,2025-05-30,2025-06-11,2025-06-06,503,2,0.1,37.25,37.15,118
2898,SO65236,2025-08-29,2025-09-10,2025-05-09,54,2,507.22,19176.83,18669.61,102
2899,SO53506,2025-02-28,2025-03-12,2025-07-03,72,2,2265.26,106207.06,103941.8,102
2900,SO46655,2023-12-29,2024-01-10,2024-05-01,414,2,1365.52,45064.27,43698.75,102
2901,SO47685,2024-03-30,2024-04-11,2024-06-04,594,2,1982.54,51209.01,49226.47,117
2902,SO46993,2024-01-29,2024-02-10,2024-05-02,233,2,1130.76,48756.08,47625.32,116
2903,SO51841,2025-01-28,2025-02-09,2025-04-02,432,2,1.0,32.12,31.12,119
2904,SO71778,2025-11-29,2025-12-11,2025-06-12,557,2,2.9,1117.39,1114.49,119
2905,SO55248,2025-03-30,2025-04-11,2025-06-04,618,2,1092.98,39605.7,38512.72,119
2906,SO46095,2023-10-29,2023-11-10,2023-05-11,342,2,261.14,9550.93,9289.79,119
2907,SO47001,2024-01-29,2024-02-10,2024-05-02,684,2,2256.7,70152.57,67895.87,119
2908,SO48076,2024-04-30,2024-05-12,2024-07-05,642,2,2187.68,64550.67,62362.99,116
2909,SO50259,2024-10-28,2024-11-09,2024-04-11,558,2,1140.6,46990.45,45849.85,118
2910,SO49843,2024-09-28,2024-10-10,2024-05-10,594,2,2568.08,80588.87,78020.79,117
2911,SO57076,2025-04-30,2025-05-12,2025-07-05,684,2,863.12,26696.46,25833.34,118
2912,SO71949,2025-11-29,2025-12-11,2025-06-12,54,2,878.94,34208.49,33329.55,118
2913,SO67284,2025-09-29,2025-10-11,2025-06-10,594,2,910.54,31611.07,30700.53,119
2914,SO46363,2023-11-29,2023-12-11,2023-06-12,575,2,1383.0,33516.92,32133.92,119
2915,SO46386,2023-11-29,2023-12-11,2023-06-12,576,2,367.88,12343.25,11975.37,116
2916,SO50311,2024-10-28,2024-11-09,2024-04-11,108,2,824.32,25839.31,25014.99,117
2917,SO44114,2023-03-01,2023-03-13,2023-08-03,575,2,1247.66,33478.91,32231.25,102
2918,SO47432,2024-02-29,2024-03-12,2024-07-03,126,2,214.42,7200.22,6985.8,118
2919,SO65245,2025-08-29,2025-09-10,2025-05-09,179,2,578.36,28094.53,27516.17,102
2920,SO51778,2025-01-28,2025-02-09,2025-04-02,359,2,103.44,3056.15,2952.71,117
2921,SO46036,2023-10-29,2023-11-10,2023-05-11,558,2,826.2,30512.4,29686.2,118
2922,SO44800,2023-05-31,2023-06-12,2023-07-06,576,2,365.34,17107.49,16742.15,102
2923,SO44559,2023-05-01,2023-05-13,2023-08-05,342,2,541.26,17451.42,16910.16,102
2924,SO63125,2025-07-31,2025-08-12,2025-07-08,378,2,242.76,8511.91,8269.15,116
2925,SO67271,2025-09-29,2025-10-11,2025-06-10,618,2,918.22,32468.3,31550.08,117
2926,SO43673,2022-12-29,2023-01-10,2023-05-01,618,2,114.1,3746.2,3632.1,117
2927,SO48017,2024-04-30,2024-05-12,2024-07-05,233,2,1388.66,36319.66,34931.0,117
2928,SO47664,2024-03-30,2024-04-11,2024-06-04,125,2,886.68,41414.85,40528.17,118
2929,SO46059,2023-10-29,2023-11-10,2023-05-11,270,2,866.76,29446.74,28579.98,116
2930,SO57091,2025-04-30,2025-05-12,2025-07-05,378,2,194.06,6032.86,5838.8,119
2931,SO45517,2023-08-29,2023-09-10,2023-05-09,216,2,301.52,9421.27,9119.75,118
2932,SO50312,2024-10-28,2024-11-09,2024-04-11,642,2,1465.9,68280.51,66814.61,117
2933,SO48776,2024-06-30,2024-07-12,2024-07-07,414,2,722.08,23264.49,22542.41,118
2934,SO43883,2023-01-29,2023-02-10,2023-05-02,684,2,627.24,18320.69,17693.45,102
2935,SO71852,2025-11-29,2025-12-11,2025-06-12,216,2,234.86,7933.73,7698.87,118
2936,SO55259,2025-03-30,2025-04-11,2025-06-04,691,2,908.6,29503.14,28594.54,118
2937,SO43851,2023-01-29,2023-02-10,2023-05-02,558,2,220.78,6783.77,6562.99,117
2938,SO71908,2025-11-29,2025-12-11,2025-06-12,126,2,13.1,2108.63,2095.53,102
2939,SO65257,2025-08-29,2025-09-10,2025-05-09,539,2,1877.1,63653.63,61776.53,117
2940,SO65152,2025-08-29,2025-09-10,2025-05-09,216,2,299.02,11710.42,11411.4,102
2941,SO50280,2024-10-28,2024-11-09,2024-04-11,233,2,1013.04,33636.84,32623.8,102
2942,SO57141,2025-04-30,2025-05-12,2025-07-05,666,2,1597.06,43072.69,41475.63,102
2943,SO51088,2024-12-28,2025-01-09,2025-04-01,125,2,1303.08,36907.49,35604.41,117
2944,SO69440,2025-10-29,2025-11-10,2025-05-11,396,2,7.72,577.47,569.75,102
2945,SO47021,2024-01-29,2024-02-10,2024-05-02,359,2,49.14,1444.34,1395.2,116
2946,SO49117,2024-07-31,2024-08-12,2024-07-08,396,2,678.3,24520.05,23841.75,116
2947,SO55261,2025-03-30,2025-04-11,2025-06-04,594,2,908.94,29206.99,28298.05,119
2948,SO63167,2025-07-31,2025-08-12,2025-07-08,684,2,467.02,19702.75,19235.73,116
2949,SO51866,2025-01-28,2025-02-09,2025-04-02,251,2,14.6,977.38,962.78,119
2950,SO57112,2025-04-30,2025-05-12,2025-07-05,107,2,5.86,232.69,226.83,116
2951,SO57164,2025-04-30,2025-05-12,2025-07-05,540,2,239.64,15310.32,15070.68,117
2952,SO48290,2024-05-30,2024-06-11,2024-06-06,216,2,259.44,9342.12,9082.68,119
2953,SO44074,2023-03-01,2023-03-13,2023-08-03,216,2,22.82,844.1,821.28,118
2954,SO47713,2024-03-30,2024-04-11,2024-06-04,161,2,0.28,67.54,67.26,118
2955,SO51776,2025-01-28,2025-02-09,2025-04-02,522,2,575.48,16795.01,16219.53,116
2956,SO45067,2023-07-01,2023-07-13,2023-08-07,269,2,37.04,3091.86,3054.82,118
2957,SO47055,2024-01-29,2024-02-10,2024-05-02,108,2,1238.88,47403.16,46164.28,116
2958,SO63163,2025-07-31,2025-08-12,2025-07-08,89,2,89.26,4142.05,4052.79,116
2959,SO69473,2025-10-29,2025-11-10,2025-05-11,378,2,41.5,1935.89,1894.39,118
2960,SO51111,2024-12-28,2025-01-09,2025-04-01,594,2,912.58,35179.05,34266.47,118
2961,SO65276,2025-08-29,2025-09-10,2025-05-09,126,2,32.24,1403.92,1371.68,102
2962,SO45793,2023-09-29,2023-10-11,2023-06-10,618,2,673.34,26685.0,26011.66,119
2963,SO63184,2025-07-31,2025-08-12,2025-07-08,359,2,1.78,108.56,106.78,116
2964,SO46620,2023-12-29,2024-01-10,2024-05-01,618,2,1688.36,50250.6,48562.24,118
2965,SO47730,2024-03-30,2024-04-11,2024-06-04,252,2,650.18,26305.46,25655.28,119
2966,SO57125,2025-04-30,2025-05-12,2025-07-05,108,2,748.04,18408.92,17660.88,118
2967,SO49888,2024-09-28,2024-10-10,2024-05-10,234,2,3359.12,96605.91,93246.79,118
2968,SO44307,2023-03-31,2023-04-12,2023-07-04,486,2,133.86,7758.12,7624.26,102
2969,SO47718,2024-03-30,2024-04-11,2024-06-04,234,2,2807.0,86493.38,83686.38,116
2970,SO44531,2023-05-01,2023-05-13,2023-08-05,684,2,906.5,22817.61,21911.11,116
2971,SO69499,2025-10-29,2025-11-10,2025-05-11,593,2,73.32,2192.84,2119.52,117
2972,SO45309,2023-08-01,2023-08-13,2023-08-08,684,2,382.02,11924.19,11542.17,102
2973,SO67291,2025-09-29,2025-10-11,2025-06-10,252,2,30.08,1074.26,1044.18,119
2974,SO49518,2024-08-28,2024-09-09,2024-04-09,54,2,1218.08,31319.64,30101.56,102
2975,SO47050,2024-01-29,2024-02-10,2024-05-02,432,2,167.58,6803.69,6636.11,119
2976,SO50258,2024-10-28,2024-11-09,2024-04-11,359,2,4.68,170.73,166.05,116
2977,SO69462,2025-10-29,2025-11-10,2025-05-11,540,2,356.8,11013.58,10656.78,117
2978,SO50235,2024-10-28,2024-11-09,2024-04-11,684,2,1300.68,38464.61,37163.93,117
2979,SO47351,2024-02-29,2024-03-12,2024-07-03,216,2,313.02,11056.64,10743.62,116
2980,SO49113,2024-07-31,2024-08-12,2024-07-08,233,2,766.58,25124.61,24358.03,118
2981,SO47052,2024-01-29,2024-02-10,2024-05-02,642,2,1541.78,59518.76,57976.98,102
2982,SO67263,2025-09-29,2025-10-11,2025-06-10,125,2,1432.2,39822.92,38390.72,117
2983,SO43688,2022-12-29,2023-01-10,2023-05-01,161,2,332.66,12718.08,12385.42,118
2984,SO48021,2024-04-30,2024-05-12,2024-07-05,396,2,780.26,35564.8,34784.54,119
2985,SO46666,2023-12-29,2024-01-10,2024-05-01,234,2,2637.4,88920.66,86283.26,117
2986,SO49123,2024-07-31,2024-08-12,2024-07-08,558,2,1574.72,44130.02,42555.3,119
2987,SO53556,2025-02-28,2025-03-12,2025-07-03,53,2,116.64,4027.27,3910.63,118
2988,SO46097,2023-10-29,2023-11-10,2023-05-11,432,2,60.08,3256.61,3196.54,119
2989,SO69476,2025-10-29,2025-11-10,2025-05-11,667,2,96.24,3515.27,3419.03,118
2990,SO49108,2024-07-31,2024-08-12,2024-07-08,107,2,49.08,1409.38,1360.3,119
2991,SO46027,2023-10-29,2023-11-10,2023-05-11,162,2,153.18,3456.26,3303.08,102
2992,SO46934,2024-01-29,2024-02-10,2024-05-02,162,2,0.42,469.79,469.37,117
2993,SO46054,2023-10-29,2023-11-10,2023-05-11,107,2,351.06,8543.06,8192.0,117
2994,SO51741,2025-01-28,2025-02-09,2025-04-02,89,2,33.5,2969.69,2936.19,118
2995,SO69544,2025-10-29,2025-11-10,2025-05-11,666,2,1221.66,35536.67,34315.01,119
2996,SO57063,2025-04-30,2025-05-12,2025-07-05,396,2,14.4,477.58,463.18,116
2997,SO65262,2025-08-29,2025-09-10,2025-05-09,636,2,4.06,225.87,221.81,117
2998,SO48336,2024-05-30,2024-06-11,2024-06-06,72,2,3173.62,100857.05,97683.43,119
2999,SO49864,2024-09-28,2024-10-10,2024-05-10,618,2,1557.06,45918.68,44361.62,119
3000,SO47675,2024-03-30,2024-04-11,2024-06-04,618,2,1578.32,47948.75,46370.43,102
3001,SO46324,2023-11-29,2023-12-11,2023-06-12,216,2,122.66,4310.74,4188.08,116
3002,SO44524,2023-05-01,2023-05-13,2023-08-05,144,2,69.54,4082.09,4012.55,117
3003,SO51860,2025-01-28,2025-02-09,2025-04-02,666,2,2199.7,71029.15,68829.45,102
3004,SO45277,2023-08-01,2023-08-13,2023-08-08,558,2,961.52,29534.94,28573.43,116
3005,SO65321,2025-08-29,2025-09-10,2025-05-09,576,2,8.7,439.87,431.17,117
3006,SO57123,2025-04-30,2025-05-12,2025-07-05,432,2,104.78,4973.77,4868.99,102
3007,SO63175,2025-07-31,2025-08-12,2025-07-08,540,2,520.88,17628.69,17107.81,116
3008,SO46043,2023-10-29,2023-11-10,2023-05-11,36,2,518.04,19030.73,18512.69,117
3009,SO61209,2025-06-30,2025-07-12,2025-07-07,594,2,862.08,28194.27,27332.19,116
3010,SO47706,2024-03-30,2024-04-11,2024-06-04,414,2,945.5,29731.49,28785.99,119
3011,SO46640,2023-12-29,2024-01-10,2024-05-01,252,2,906.7,33293.85,32387.15,118
3012,SO48770,2024-06-30,2024-07-12,2024-07-07,594,2,1126.84,35818.94,34692.1,118
3013,SO48751,2024-06-30,2024-07-12,2024-07-07,618,2,1058.32,42079.49,41021.17,119
3014,SO71940,2025-11-29,2025-12-11,2025-06-12,576,2,21.72,490.43,468.71,116
3015,SO65237,2025-08-29,2025-09-10,2025-05-09,72,2,1887.0,53693.77,51806.77,119
3016,SO49877,2024-09-28,2024-10-10,2024-05-10,414,2,768.96,36459.77,35690.81,118
3017,SO59032,2025-05-30,2025-06-11,2025-06-06,126,2,130.3,2748.51,2618.21,118
3018,SO43858,2023-01-29,2023-02-10,2023-05-02,36,2,242.78,13694.35,13451.57,116
3019,SO48371,2024-05-30,2024-06-11,2024-06-06,126,2,87.06,4039.4,3952.34,118
3020,SO50243,2024-10-28,2024-11-09,2024-04-11,540,2,585.28,20259.24,19553.96,119
3021,SO47976,2024-04-30,2024-05-12,2024-07-05,667,2,1326.66,40061.73,38735.07,116
3022,SO44129,2023-03-01,2023-03-13,2023-08-03,54,2,1546.96,55699.8,54152.84,119
3023,SO45335,2023-08-01,2023-08-13,2023-08-08,342,2,373.02,14048.06,13675.04,116
3024,SO44778,2023-05-31,2023-06-12,2023-07-06,575,2,1817.74,42894.34,41076.6,118
3025,SO48781,2024-06-30,2024-07-12,2024-07-07,269,2,20.44,403.87,383.43,117
3026,SO58903,2025-05-30,2025-06-11,2025-06-06,557,2,105.62,3614.46,3508.84,116
3027,SO49825,2024-09-28,2024-10-10,2024-05-10,125,2,633.18,33604.49,32971.31,116
3028,SO63137,2025-07-31,2025-08-12,2025-07-08,667,2,40.2,880.81,840.61,117
3029,SO69489,2025-10-29,2025-11-10,2025-05-11,107,2,35.84,964.72,928.88,118
3030,SO50706,2024-11-28,2024-12-10,2024-05-12,216,2,339.66,9913.52,9573.86,119
3031,SO44784,2023-05-31,2023-06-12,2023-07-06,126,2,141.78,2604.07,2462.29,102
3032,SO61181,2025-06-30,2025-07-12,2025-07-07,125,2,1038.86,30500.11,29461.25,117
3033,SO45562,2023-08-29,2023-09-10,2023-05-09,126,2,113.54,3463.3,3349.76,102
3034,SO49169,2024-07-31,2024-08-12,2024-07-08,684,2,877.58,35380.64,34503.06,118
3035,SO53537,2025-02-28,2025-03-12,2025-07-03,557,2,43.42,1739.02,1695.6,116
3036,SO44117,2023-03-01,2023-03-13,2023-08-03,143,2,422.48,12907.77,12485.29,116
3037,SO47011,2024-01-29,2024-02-10,2024-05-02,540,2,581.02,16953.43,16372.42,118
3038,SO53620,2025-02-28,2025-03-12,2025-07-03,576,2,14.3,1215.58,1201.28,119
3039,SO51112,2024-12-28,2025-01-09,2025-04-01,691,2,960.34,28599.11,27638.77,119
3040,SO46369,2023-11-29,2023-12-11,2023-06-12,126,2,134.04,3962.24,3828.2,118
3041,SO69450,2025-10-29,2025-11-10,2025-05-11,684,2,1294.04,35047.64,33753.6,118
3042,SO48739,2024-06-30,2024-07-12,2024-07-07,252,2,687.66,20558.88,19871.22,118
3043,SO57101,2025-04-30,2025-05-12,2025-07-05,558,2,40.0,2568.88,2528.88,118
3044,SO63279,2025-07-31,2025-08-12,2025-07-08,666,2,565.24,27078.94,26513.7,118
3045,SO51770,2025-01-28,2025-02-09,2025-04-02,540,2,556.16,17237.17,16681.01,118
3046,SO44502,2023-05-01,2023-05-13,2023-08-05,36,2,551.02,17871.45,17320.43,116
3047,SO45573,2023-08-29,2023-09-10,2023-05-09,576,2,124.28,8158.48,8034.2,102
3048,SO49157,2024-07-31,2024-08-12,2024-07-08,642,2,3036.9,66733.37,63696.47,119
3049,SO51784,2025-01-28,2025-02-09,2025-04-02,558,2,92.7,7407.7,7315.0,102
3050,SO44280,2023-03-31,2023-04-12,2023-07-04,215,2,1.08,57.68,56.6,116
3051,SO45285,2023-08-01,2023-08-13,2023-08-08,36,2,500.5,14919.3,14418.8,117
3052,SO49894,2024-09-28,2024-10-10,2024-05-10,252,2,889.38,40267.24,39377.86,102
3053,SO49531,2024-08-28,2024-09-09,2024-04-09,126,2,66.56,4228.15,4161.59,117
3054,SO51119,2024-12-28,2025-01-09,2025-04-01,305,2,97.5,2107.31,2009.81,116
3055,SO47446,2024-02-29,2024-03-12,2024-07-03,636,2,9.1,379.47,370.37,119
3056,SO50277,2024-10-28,2024-11-09,2024-04-11,107,2,85.92,2551.49,2465.57,117
3057,SO45803,2023-09-29,2023-10-11,2023-06-10,486,2,238.7,9891.29,9652.59,116
3058,SO46610,2023-12-29,2024-01-10,2024-05-01,125,2,932.22,36643.18,35710.96,118
3059,SO47025,2024-01-29,2024-02-10,2024-05-02,666,2,564.66,17146.54,16581.88,119
3060,SO44740,2023-05-31,2023-06-12,2023-07-06,216,2,234.48,6641.13,6406.65,118
3061,SO50741,2024-11-28,2024-12-10,2024-05-12,143,2,9.98,508.39,498.41,119
3062,SO69481,2025-10-29,2025-11-10,2025-05-11,558,2,48.42,2780.78,2732.36,119
3063,SO44131,2023-03-01,2023-03-13,2023-08-03,576,2,742.96,20514.29,19771.33,102
3064,SO51743,2025-01-28,2025-02-09,2025-04-02,270,2,26.24,2698.18,2671.94,119
3065,SO47453,2024-02-29,2024-03-12,2024-07-03,576,2,93.14,2269.27,2176.13,102
3066,SO49476,2024-08-28,2024-09-09,2024-04-09,575,2,402.3,17725.09,17322.79,117
3067,SO45063,2023-07-01,2023-07-13,2023-08-07,486,2,258.12,11121.19,10863.07,119
3068,SO51790,2025-01-28,2025-02-09,2025-04-02,667,2,616.84,15242.59,14625.75,117
3069,SO44522,2023-05-01,2023-05-13,2023-08-05,270,2,553.86,26149.25,25595.39,119
3070,SO46068,2023-10-29,2023-11-10,2023-05-11,684,2,703.26,23312.99,22609.73,102
3071,SO61219,2025-06-30,2025-07-12,2025-07-07,691,2,759.7,23752.42,22992.72,118
3072,SO63221,2025-07-31,2025-08-12,2025-07-08,593,2,1.6,41.99,40.39,119
3073,SO46659,2023-12-29,2024-01-10,2024-05-01,161,2,7.54,684.03,676.49,116
3074,SO49545,2024-08-28,2024-09-09,2024-04-09,636,2,14.12,418.82,404.7,118
3075,SO63182,2025-07-31,2025-08-12,2025-07-08,522,2,662.28,21200.02,20537.74,102
3076,SO44797,2023-05-31,2023-06-12,2023-07-06,54,2,2181.48,59951.24,57769.76,116
3077,SO50283,2024-10-28,2024-11-09,2024-04-11,432,2,57.84,4974.15,4916.31,117
3078,SO65302,2025-08-29,2025-09-10,2025-05-09,143,2,1.76,65.99,64.23,102
3079,SO49115,2024-07-31,2024-08-12,2024-07-08,666,2,822.84,20038.36,19215.52,118
3080,SO46986,2024-01-29,2024-02-10,2024-05-02,89,2,189.22,6814.41,6625.19,117
3081,SO47421,2024-02-29,2024-03-12,2024-07-03,575,2,168.14,9146.65,8978.51,117
3082,SO63147,2025-07-31,2025-08-12,2025-07-08,36,2,1.9,48.59,46.69,102
3083,SO45561,2023-08-29,2023-09-10,2023-05-09,143,2,371.88,25464.58,25092.71,118
3084,SO49084,2024-07-31,2024-08-12,2024-07-08,667,2,485.38,24715.36,24229.98,102
3085,SO71929,2025-11-29,2025-12-11,2025-06-12,503,2,1.92,48.59,46.67,116
3086,SO59007,2025-05-30,2025-06-11,2025-06-06,636,2,39.52,1142.86,1103.34,116
3087,SO44313,2023-03-31,2023-04-12,2023-07-04,161,2,812.64,26037.02,25224.38,119
3088,SO63135,2025-07-31,2025-08-12,2025-07-08,558,2,15.6,1663.43,1647.83,117
3089,SO48361,2024-05-30,2024-06-11,2024-06-06,575,2,408.4,11084.54,10676.14,119
3090,SO50290,2024-10-28,2024-11-09,2024-04-11,666,2,905.74,37329.37,36423.63,118
3091,SO46368,2023-11-29,2023-12-11,2023-06-12,143,2,902.88,23913.89,23011.01,116
3092,SO51794,2025-01-28,2025-02-09,2025-04-02,378,2,59.1,1323.44,1264.34,119
3093,SO63264,2025-07-31,2025-08-12,2025-07-08,432,2,161.26,3856.85,3695.59,116
3094,SO50755,2024-11-28,2024-12-10,2024-05-12,636,2,36.9,671.41,634.51,116
3095,SO47983,2024-04-30,2024-05-12,2024-07-05,36,2,2.56,469.79,467.23,116
3096,SO51747,2025-01-28,2025-02-09,2025-04-02,396,2,79.16,1886.44,1807.28,102
3097,SO45809,2023-09-29,2023-10-11,2023-06-10,161,2,699.4,24087.53,23388.12,119
3098,SO45069,2023-07-01,2023-07-13,2023-08-07,161,2,597.8,24552.13,23954.33,117
3099,SO46376,2023-11-29,2023-12-11,2023-06-12,503,2,11.64,776.36,764.72,119
3100,SO49156,2024-07-31,2024-08-12,2024-07-08,432,2,152.9,3995.38,3842.48,117
3101,SO50704,2024-11-28,2024-12-10,2024-05-12,575,2,423.82,12263.96,11840.14,119
3102,SO48753,2024-06-30,2024-07-12,2024-07-07,125,2,888.02,30333.79,29445.77,119
3103,SO43908,2023-01-29,2023-02-10,2023-05-02,432,2,74.14,2561.54,2487.4,116
3104,SO44782,2023-05-31,2023-06-12,2023-07-06,143,2,779.52,29226.25,28446.73,117
3105,SO43870,2023-01-29,2023-02-10,2023-05-02,107,2,199.94,4316.99,4117.05,117
3106,SO50733,2024-11-28,2024-12-10,2024-05-12,126,2,51.8,2953.84,2902.04,117
3107,SO43876,2023-01-29,2023-02-10,2023-05-02,270,2,223.68,7135.26,6911.59,119
3108,SO45302,2023-08-01,2023-08-13,2023-08-08,270,2,793.54,22217.5,21423.96,117
3109,SO49050,2024-07-31,2024-08-12,2024-07-08,36,2,11.7,251.48,239.78,119
3110,SO48368,2024-05-30,2024-06-11,2024-06-06,143,2,4.02,183.94,179.92,102
3111,SO47710,2024-03-30,2024-04-11,2024-06-04,269,2,4.36,183.94,179.58,116
3112,SO69507,2025-10-29,2025-11-10,2025-05-11,432,2,242.22,6042.18,5799.96,118
3113,SO44491,2023-05-01,2023-05-13,2023-08-05,162,2,86.12,3427.42,3341.3,102
3114,SO69523,2025-10-29,2025-11-10,2025-05-11,251,2,5.18,356.9,351.72,117
3115,SO59006,2025-05-30,2025-06-11,2025-06-06,576,2,159.14,3683.94,3524.8,116
3116,SO44311,2023-03-31,2023-04-12,2023-07-04,269,2,245.0,7349.96,7104.96,116
3117,SO63199,2025-07-31,2025-08-12,2025-07-08,107,2,81.46,1458.89,1377.43,116
3118,SO58945,2025-05-30,2025-06-11,2025-06-06,53,2,107.2,3333.67,3226.47,116
3119,SO49874,2024-09-28,2024-10-10,2024-05-10,269,2,16.0,508.39,492.39,117
3120,SO46977,2024-01-29,2024-02-10,2024-05-02,107,2,184.84,4254.45,4069.61,116
3121,SO55330,2025-03-30,2025-04-11,2025-06-04,252,2,82.38,3430.62,3348.24,118
3122,SO67350,2025-09-29,2025-10-11,2025-06-10,305,2,26.3,802.4,776.1,118
3123,SO49536,2024-08-28,2024-09-09,2024-04-09,690,2,6.72,396.07,389.35,116
3124,SO48073,2024-04-30,2024-05-12,2024-07-05,432,2,449.3,10244.74,9795.44,119
3125,SO57114,2025-04-30,2025-05-12,2025-07-05,270,2,7.6,202.33,194.73,117
3126,SO50732,2024-11-28,2024-12-10,2024-05-12,503,2,8.06,324.45,316.39,118
3127,SO46961,2024-01-29,2024-02-10,2024-05-02,36,2,8.26,324.45,316.19,118
3128,SO44789,2023-05-31,2023-06-12,2023-07-06,503,2,29.94,776.36,746.42,118
3129,SO48034,2024-04-30,2024-05-12,2024-07-05,540,2,682.68,15617.75,14935.07,102
3130,SO47430,2024-02-29,2024-03-12,2024-07-03,143,2,8.62,469.79,461.17,102
3131,SO57117,2025-04-30,2025-05-12,2025-07-05,251,2,9.08,202.33,193.25,118
3132,SO61192,2025-06-30,2025-07-12,2025-07-07,252,2,9.12,2783.99,2774.87,119
3133,SO45297,2023-08-01,2023-08-13,2023-08-08,107,2,264.92,6435.39,6170.47,117
3134,SO45271,2023-08-01,2023-08-13,2023-08-08,162,2,217.58,5980.05,5762.47,117
3135,SO63274,2025-07-31,2025-08-12,2025-07-08,251,2,11.48,356.9,345.42,118
3136,SO61191,2025-06-30,2025-07-12,2025-07-07,305,2,12.38,602.35,589.97,118
3137,SO45807,2023-09-29,2023-10-11,2023-06-10,269,2,81.88,3524.03,3442.15,117
3138,SO50278,2024-10-28,2024-11-09,2024-04-11,270,2,12.92,324.45,311.53,119
3139,SO49530,2024-08-28,2024-09-09,2024-04-09,143,2,80.64,1633.39,1552.75,102
3140,SO71939,2025-11-29,2025-12-11,2025-06-12,636,2,34.4,713.8,679.4,102
3141,SO69402,2025-10-29,2025-11-10,2025-05-11,36,2,15.54,356.9,341.36,118
3142,SO43687,2022-12-29,2023-01-10,2023-05-01,269,2,39.94,1258.38,1218.44,117
3143,SO65194,2025-08-29,2025-09-10,2025-05-09,53,2,489.74,12551.02,12061.28,102
3144,SO57102,2025-04-30,2025-05-12,2025-07-05,162,2,16.36,323.99,307.63,119
3145,SO49068,2024-07-31,2024-08-12,2024-07-08,540,2,246.88,11275.06,11028.18,118
3146,SO44558,2023-05-01,2023-05-13,2023-08-05,432,2,21.92,838.92,817.0,116
3147,SO57146,2025-04-30,2025-05-12,2025-07-05,593,2,22.56,818.7,796.14,118
3148,SO48783,2024-06-30,2024-07-12,2024-07-07,161,2,24.72,1308.94,1284.22,116
3149,SO48011,2024-04-30,2024-05-12,2024-07-05,89,2,191.16,7516.7,7325.54,118
3150,SO51141,2024-12-28,2025-01-09,2025-04-01,252,2,124.82,4009.6,3884.78,117
3151,SO44123,2023-03-01,2023-03-13,2023-08-03,503,2,26.06,874.79,848.73,117
3152,SO49446,2024-08-28,2024-09-09,2024-04-09,216,2,504.3,13624.03,13119.73,117
3153,SO49547,2024-08-28,2024-09-09,2024-04-09,576,2,28.98,2485.7,2456.72,117
3154,SO71873,2025-11-29,2025-12-11,2025-06-12,53,2,190.48,4480.61,4290.13,119
3155,SO45567,2023-08-29,2023-09-10,2023-05-09,503,2,31.14,874.79,843.65,119
3156,SO49057,2024-07-31,2024-08-12,2024-07-08,89,2,101.68,2348.97,2247.29,116
